,prov,distinct,입학연도,입학자총수,입학남자,입학여자,인구나이,인구연도,인구총수,인구남자,인구여자,입학연도별 입학총수,인구연도별 인구총합,보정치,인구대비입학비율,보정후 인구대비입학비율,입학자비율,초등입학이동지수,초등입학이동지수z점수,,"보정치 = (입학년도별 인구총합/인구연도별 인구총합), 연도별로 입학유예자들로 인한 입학 누락자를 보정하기 위해 산출, 연도별로 입학유예자 규모가 달라 연도별 보정치는 다 다름, 전국인구총합 * 보정치 = 전국입학자수"
2297,전북,순창군,2014,208,111,97,6,2013,215,116,99,465061,480776,0.96731326,0.96744186,1.000132946,0.044725316,5.95E-06,-0.03885357,,
2298,전북,순창군,2015,187,85,102,6,2014,197,92,105,441255,454993,0.969806129,0.949238579,0.978792101,0.042379123,-0.000898772,-0.079037973,,
2299,전북,순창군,2016,181,94,87,6,2015,191,98,93,422114,435131,0.970084871,0.947643979,0.976867084,0.042879412,-0.000991926,-0.083175532,,
2300,전북,순창군,2017,192,104,88,6,2016,192,101,91,445571,460063,0.968499966,1,1.032524558,0.043090776,0.001401508,0.023132406,,
2301,전북,순창군,2018,160,72,88,6,2017,169,76,93,447106,462352,0.967025124,0.946745562,0.97902892,0.035785697,-0.000750465,-0.072450678,,
2302,전북,순창군,2019,153,87,66,6,2018,165,92,73,462528,478982,0.965647978,0.927272727,0.960259585,0.033079078,-0.001314576,-0.097506531,,
2303,전북,순창군,2020,133,74,59,6,2019,134,77,57,417119,431843,0.965904275,0.992537313,1.027573165,0.031885385,0.000879181,-6.75E-05,,
2304,전북,완주군,2009,792,422,370,6,2008,801,416,385,462768,488710,0.946917395,0.988764045,1.044192503,0.171144072,0.007563285,0.296816862,,
2305,전북,완주군,2010,854,446,408,6,2009,832,431,401,470657,487028,0.966385916,1.026442308,1.062145351,0.181448486,0.01127618,0.461730596,,
2306,전북,완주군,2011,843,466,377,6,2010,826,453,373,441332,457372,0.964930079,1.020581114,1.057673645,0.191012662,0.011016396,0.450191936,,
2307,전북,완주군,2012,876,469,407,6,2011,860,456,404,407210,420797,0.967711272,1.018604651,1.052591492,0.215122418,0.011313609,0.463393068,,
2308,전북,완주군,2013,871,444,427,6,2012,854,431,423,422944,435284,0.971650692,1.019906323,1.049663558,0.205937429,0.010227586,0.415155726,,
2309,전북,완주군,2014,916,475,441,6,2013,921,474,447,465061,480776,0.96731326,0.994571118,1.028178936,0.196963409,0.005550219,0.207403557,,
2310,전북,완주군,2015,904,477,427,6,2014,949,502,447,441255,454993,0.969806129,0.952581665,0.982239271,0.2048702,-0.003638644,-0.200733455,,
2311,전북,완주군,2016,848,443,405,6,2015,925,477,448,422114,435131,0.970084871,0.916756757,0.945027373,0.200893597,-0.011043649,-0.529637739,,
2312,전북,완주군,2017,898,504,394,6,2016,996,536,460,445571,460063,0.968499966,0.901606426,0.930930777,0.201539149,-0.013920152,-0.657401918,,
2313,전북,완주군,2018,829,451,378,6,2017,966,532,434,447106,462352,0.967025124,0.858178054,0.887441322,0.185414644,-0.020870027,-0.966090929,,
2314,전북,완주군,2019,822,445,377,6,2018,951,495,456,462528,478982,0.965647978,0.864353312,0.895101871,0.177718971,-0.018642387,-0.867146997,,
2315,전북,완주군,2020,702,343,359,6,2019,824,410,414,417119,431843,0.965904275,0.851941748,0.882014677,0.168297296,-0.019856611,-0.921078532,,
2316,전북,익산시,2009,3131,1651,1480,6,2008,3269,1708,1561,462768,488710,0.946917395,0.957785255,1.011477095,0.676580922,0.007765183,0.305784477,,
2317,전북,익산시,2010,3100,1563,1537,6,2009,3200,1610,1590,470657,487028,0.966385916,0.96875,1.002446314,0.658653754,0.001611274,0.032449462,,
2318,전북,익산시,2011,2858,1466,1392,6,2010,2941,1498,1443,441332,457372,0.964930079,0.971778307,1.007097123,0.647585038,0.004595991,0.165020091,,
2319,전북,익산시,2012,2678,1414,1264,6,2011,2732,1453,1279,407210,420797,0.967711272,0.980234261,1.012940832,0.657645932,0.008510485,0.338888177,,
2320,전북,익산시,2013,2643,1329,1314,6,2012,2696,1352,1344,422944,435284,0.971650692,0.980341246,1.008944113,0.624905425,0.005589225,0.209136052,,
2321,전북,익산시,2014,2933,1492,1441,6,2013,3005,1519,1486,465061,480776,0.96731326,0.976039933,1.009021559,0.630669955,0.005689626,0.213595512,,
2322,전북,익산시,2015,2674,1393,1281,6,2014,2717,1413,1304,441255,454993,0.969806129,0.984173721,1.014814912,0.605998799,0.008977819,0.359645476,,
2323,전북,익산시,2016,2534,1282,1252,6,2015,2563,1290,1273,422114,435131,0.970084871,0.988685135,1.019173852,0.600311764,0.011510289,0.472128899,,
2324,전북,익산시,2017,2651,1344,1307,6,2016,2722,1376,1346,445571,460063,0.968499966,0.973916238,1.005592434,0.594966908,0.003327313,0.108669872,,
2325,전북,익산시,2018,2610,1309,1301,6,2017,2696,1351,1345,447106,462352,0.967025124,0.96810089,1.001112449,0.583754188,0.000649397,-0.010273742,,
2326,전북,익산시,2019,2591,1322,1269,6,2018,2671,1368,1303,462528,478982,0.965647978,0.970048671,1.004557243,0.560182302,0.002552887,0.074272589,,
2327,전북,익산시,2020,2153,1149,1004,6,2019,2230,1182,1048,417119,431843,0.965904275,0.965470852,0.999551277,0.516159657,-0.000231613,-0.049405093,,
2328,전북,임실군,2009,174,97,77,6,2008,196,109,87,462768,488710,0.946917395,0.887755102,0.937521168,0.037599834,-0.002349194,-0.1434606,,
2329,전북,임실군,2010,214,122,92,6,2009,210,119,91,470657,487028,0.966385916,1.019047619,1.05449345,0.045468356,0.002477728,0.070934278,,
2330,전북,임실군,2011,173,97,76,6,2010,166,92,74,441332,457372,0.964930079,1.042168675,1.080045796,0.039199514,0.003137756,0.100250433,,
2331,전북,임실군,2012,149,80,69,6,2011,150,79,71,407210,420797,0.967711272,0.993333333,1.026476969,0.036590457,0.000968804,0.003913214,,
2332,전북,임실군,2013,166,82,84,6,2012,169,87,82,422944,435284,0.971650692,0.982248521,1.010907035,0.039248695,0.000428087,-0.020103558,,
2333,전북,임실군,2014,163,84,79,6,2013,163,82,81,465061,480776,0.96731326,1,1.033791266,0.035049166,0.001184356,0.013487244,,
2334,전북,임실군,2015,203,103,100,6,2014,195,99,96,441255,454993,0.969806129,1.041025641,1.073436855,0.046005144,0.003378473,0.110942228,,
2335,전북,임실군,2016,163,84,79,6,2015,170,95,75,422114,435131,0.970084871,0.958823529,0.988391385,0.038615161,-0.000448269,-0.059028185,,
2336,전북,임실군,2017,164,78,86,6,2016,152,76,76,445571,460063,0.968499966,1.078947368,1.114039655,0.036806704,0.004197424,0.147317141,,
2337,전북,임실군,2018,158,91,67,6,2017,152,84,68,447106,462352,0.967025124,1.039473684,1.074919005,0.035338376,0.002647516,0.078475682,,
2338,전북,임실군,2019,144,69,75,6,2018,150,71,79,462528,478982,0.965647978,0.96,0.9941511,0.03113325,-0.000182095,-0.047205704,,
2339,전북,임실군,2020,139,64,75,6,2019,143,68,75,417119,431843,0.965904275,0.972027972,1.006339859,0.033323824,0.000211268,-0.029733876,,
2340,전북,장수군,2009,137,81,56,6,2008,149,85,64,462768,488710,0.946917395,0.919463087,0.97100665,0.029604467,-0.000858333,-0.077241793,,
2341,전북,장수군,2010,150,73,77,6,2009,155,74,81,470657,487028,0.966385916,0.967741935,1.001403186,0.031870343,4.47E-05,-0.037131367,,
2342,전북,장수군,2011,162,82,80,6,2010,179,90,89,441332,457372,0.964930079,0.905027933,0.937920739,0.03670706,-0.002278747,-0.14033161,,
2343,전북,장수군,2012,156,81,75,6,2011,158,79,79,407210,420797,0.967711272,0.987341772,1.020285493,0.038309472,0.000777127,-0.004600444,,
2344,전북,장수군,2013,134,71,63,6,2012,138,72,66,422944,435284,0.971650692,0.971014493,0.999345238,0.031682681,-2.07E-05,-0.040039075,,
2345,전북,장수군,2014,179,76,103,6,2013,187,83,104,465061,480776,0.96731326,0.957219251,0.989564902,0.038489574,-0.000401642,-0.05695722,,
2346,전북,장수군,2015,187,92,95,6,2014,194,97,97,441255,454993,0.969806129,0.963917526,0.993928062,0.042379123,-0.000257323,-0.050547075,,
2347,전북,장수군,2016,146,78,68,6,2015,146,77,69,422114,435131,0.970084871,1,1.030837641,0.034587813,0.001066607,0.008257241,,
2348,전북,장수군,2017,165,90,75,6,2016,179,98,81,445571,460063,0.968499966,0.921787709,0.951768448,0.037031135,-0.001786069,-0.118448586,,
2349,전북,장수군,2018,161,78,83,6,2017,171,82,89,447106,462352,0.967025124,0.941520468,0.973625653,0.036009358,-0.000949723,-0.081301043,,
2350,전북,장수군,2019,150,76,74,6,2018,153,76,77,462528,478982,0.965647978,0.980392157,1.015268689,0.032430469,0.000495171,-0.017123929,,
2351,전북,장수군,2020,136,75,61,6,2019,147,82,65,417119,431843,0.965904275,0.925170068,0.957827904,0.032604604,-0.001375004,-0.100190539,,
2352,전북,전주시,2009,7040,3699,3341,6,2008,7221,3767,3454,462768,488710,0.946917395,0.97493422,1.029587401,1.521280642,0.045010741,1.960101217,,
2353,전북,전주시,2010,6857,3544,3313,6,2009,6992,3612,3380,470657,487028,0.966385916,0.98069222,1.014803924,1.456899611,0.021567831,0.918849562,,
2354,전북,전주시,2011,6546,3346,3200,6,2010,6713,3439,3274,441332,457372,0.964930079,0.975122896,1.01056327,1.483237109,0.015667834,0.656792453,,
2355,전북,전주시,2012,5995,3233,2762,6,2011,6158,3308,2850,407210,420797,0.967711272,0.973530367,1.006013256,1.472213354,0.008852795,0.354092377,,
2356,전북,전주시,2013,5965,3098,2867,6,2012,6121,3181,2940,422944,435284,0.971650692,0.974513968,1.002946816,1.410352198,0.004156049,0.145479395,,
2357,전북,전주시,2014,6669,3510,3159,6,2013,6814,3622,3192,465061,480776,0.96731326,0.978720282,1.011792479,1.434005432,0.016910479,0.711986377,,
2358,전북,전주시,2015,6339,3241,3098,6,2014,6467,3320,3147,441255,454993,0.969806129,0.980207206,1.010724903,1.436584288,0.015407228,0.645217218,,
2359,전북,전주시,2016,6041,3100,2941,6,2015,6119,3158,2961,422114,435131,0.970084871,0.987252819,1.017697367,1.431129979,0.025327233,1.085828976,,
2360,전북,전주시,2017,6505,3346,3159,6,2016,6604,3408,3196,445571,460063,0.968499966,0.985009085,1.017046071,1.459924456,0.024885976,1.066229899,,
2361,전북,전주시,2018,6532,3266,3266,6,2017,6539,3293,3246,447106,462352,0.967025124,0.9989295,1.032992293,1.460951094,0.048200127,2.101762526,,
2362,전북,전주시,2019,6708,3435,3273,6,2018,6748,3469,3279,462528,478982,0.965647978,0.994072318,1.029435509,1.450290577,0.042690041,1.857023878,,
2363,전북,전주시,2020,6166,3157,3009,6,2019,6220,3168,3052,417119,431843,0.965904275,0.991318328,1.02631115,1.478235228,0.038894069,1.688420173,,
2364,전북,정읍시,2009,1218,640,578,6,2008,1257,656,601,462768,488710,0.946917395,0.968973747,1.023292794,0.263198838,0.006130636,0.233183649,,
2365,전북,정읍시,2010,1069,554,515,6,2009,1108,578,530,470657,487028,0.966385916,0.964801444,0.998360415,0.227129311,-0.000372398,-0.055658278,,
2366,전북,정읍시,2011,982,519,463,6,2010,992,517,475,441332,457372,0.964930079,0.989919355,1.025897499,0.222508225,0.005762407,0.216828174,,
2367,전북,정읍시,2012,935,468,467,6,2011,951,478,473,407210,420797,0.967711272,0.983175605,1.015980317,0.229611257,0.003669261,0.123857989,,
2368,전북,정읍시,2013,855,453,402,6,2012,890,460,430,422944,435284,0.971650692,0.960674157,0.988703209,0.202154422,-0.002283696,-0.140551436,,
2369,전북,정읍시,2014,963,488,475,6,2013,990,501,489,465061,480776,0.96731326,0.972727273,1.005596959,0.20706961,0.00115896,0.01235926,,
2370,전북,정읍시,2015,866,453,413,6,2014,876,455,421,441255,454993,0.969806129,0.988584475,1.01936299,0.196258399,0.003800149,0.129671604,,
2371,전북,정읍시,2016,812,458,354,6,2015,826,463,363,422114,435131,0.970084871,0.983050847,1.013365817,0.192365096,0.002571117,0.075082289,,
2372,전북,정읍시,2017,829,434,395,6,2016,837,433,404,445571,460063,0.968499966,0.990442055,1.022655745,0.186053401,0.004215178,0.148105739,,
2373,전북,정읍시,2018,873,455,418,6,2017,895,464,431,447106,462352,0.967025124,0.975418994,1.008680096,0.195255711,0.001694838,0.036161086,,
2374,전북,정읍시,2019,858,446,412,6,2018,869,449,420,462528,478982,0.965647978,0.987341772,1.02246553,0.185502283,0.004167407,0.145983903,,
2375,전북,정읍시,2020,698,365,333,6,2019,735,379,356,417119,431843,0.965904275,0.949659864,0.983182173,0.167338338,-0.002814267,-0.164117534,,
2376,전북,진안군,2009,158,86,72,6,2008,176,94,82,462768,488710,0.946917395,0.897727273,0.948052362,0.034142378,-0.001773616,-0.117895457,,
2377,전북,진안군,2010,159,84,75,6,2009,166,86,80,470657,487028,0.966385916,0.957831325,0.991147852,0.033782564,-0.000299048,-0.052400345,,
2378,전북,진안군,2011,156,82,74,6,2010,165,85,80,441332,457372,0.964930079,0.945454545,0.979816638,0.035347539,-0.000713432,-0.070805823,,
2379,전북,진안군,2012,140,71,69,6,2011,151,77,74,407210,420797,0.967711272,0.927152318,0.958087753,0.034380295,-0.001440955,-0.103119848,,
2380,전북,진안군,2013,169,88,81,6,2012,159,84,75,422944,435284,0.971650692,1.062893082,1.093904517,0.039958009,0.003752238,0.127543529,,
2381,전북,진안군,2014,163,81,82,6,2013,160,76,84,465061,480776,0.96731326,1.01875,1.053174852,0.035049166,0.001863734,0.04366285,,
2382,전북,진안군,2015,135,68,67,6,2014,133,71,62,441255,454993,0.969806129,1.015037594,1.046639698,0.030594554,0.001426921,0.024261132,,
2383,전북,진안군,2016,152,80,72,6,2015,153,77,76,422114,435131,0.970084871,0.993464052,1.02410014,0.03600923,0.000867827,-0.000571826,,
2384,전북,진안군,2017,166,85,81,6,2016,174,86,88,445571,460063,0.968499966,0.954022989,0.985052165,0.037255566,-0.00055689,-0.063852772,,
2385,전북,진안군,2018,146,85,61,6,2017,162,92,70,447106,462352,0.967025124,0.901234568,0.931966033,0.032654449,-0.002221612,-0.137793856,,
2386,전북,진안군,2019,148,67,81,6,2018,149,70,79,462528,478982,0.965647978,0.993288591,1.028623901,0.031998063,0.000915909,0.001563803,,
2387,전북,진안군,2020,116,50,66,6,2019,119,50,69,417119,431843,0.965904275,0.974789916,1.009199297,0.02780981,0.000255831,-0.027754572,,
2388,제주,서귀포시,2009,1479,779,700,6,2008,1592,838,754,462768,488710,0.946917395,0.929020101,0.981099413,0.319598589,-0.006040601,-0.307419929,,
2389,제주,서귀포시,2010,1382,729,653,6,2009,1418,742,676,470657,487028,0.966385916,0.97461213,1.008512348,0.293632093,0.002499499,0.071901272,,
2390,제주,서귀포시,2011,1385,763,622,6,2010,1410,780,630,441332,457372,0.964930079,0.982269504,1.017969618,0.3138227,0.005639274,0.211359056,,
2391,제주,서귀포시,2012,1289,706,583,6,2011,1304,716,588,407210,420797,0.967711272,0.988496933,1.021479197,0.316544289,0.006799117,0.262875209,,
2392,제주,서귀포시,2013,1314,703,611,6,2012,1357,732,625,422944,435284,0.971650692,0.968312454,0.996564364,0.310679428,-0.001067382,-0.086527009,,
2393,제주,서귀포시,2014,1431,720,711,6,2013,1486,745,741,465061,480776,0.96731326,0.962987887,0.995528467,0.30770157,-0.001375898,-0.100230215,,
2394,제주,서귀포시,2015,1407,723,684,6,2014,1429,725,704,441255,454993,0.969806129,0.984604619,1.015259225,0.318863242,0.004865606,0.176995439,,
2395,제주,서귀포시,2016,1412,708,704,6,2015,1446,725,721,422114,435131,0.970084871,0.97648686,1.006599412,0.334506792,0.002207548,0.058933849,,
2396,제주,서귀포시,2017,1515,769,746,6,2016,1613,813,800,445571,460063,0.968499966,0.939243645,0.96979213,0.340013152,-0.010271073,-0.495322634,,
2397,제주,서귀포시,2018,1618,882,736,6,2017,1714,924,790,447106,462352,0.967025124,0.943990665,0.976180083,0.361882864,-0.00862002,-0.42198866,,
2398,제주,서귀포시,2019,1624,828,796,6,2018,1778,919,859,462528,478982,0.965647978,0.913385827,0.945878671,0.351113879,-0.01900275,-0.883153017,,
2399,제주,서귀포시,2020,1437,706,731,6,2019,1558,776,782,417119,431843,0.965904275,0.922336329,0.954894136,0.344506004,-0.015539241,-0.729316135,,
2400,제주,제주시,2009,4834,2651,2183,6,2008,4993,2740,2253,462768,488710,0.946917395,0.968155418,1.022428591,1.044583895,0.023428545,1.001495936,,
2401,제주,제주시,2010,5083,2663,2420,6,2009,5198,2715,2483,470657,487028,0.966385916,0.977876106,1.011889857,1.079979688,0.012840804,0.53122569,,
2402,제주,제주시,2011,4633,2438,2195,6,2010,4733,2498,2235,441332,457372,0.964930079,0.978871752,1.014448376,1.049776585,0.015167567,0.634572339,,
2403,제주,제주시,2012,4458,2348,2110,6,2011,4518,2384,2134,407210,420797,0.967711272,0.986719788,1.019642755,1.094766828,0.021504237,0.916024949,,
2404,제주,제주시,2013,4623,2403,2220,6,2012,4680,2427,2253,422944,435284,0.971650692,0.987820513,1.016641598,1.093052508,0.018190141,0.768824436,,
2405,제주,제주시,2014,5147,2655,2492,6,2013,5172,2672,2500,465061,480776,0.96731326,0.99516628,1.028794209,1.106736536,0.031867603,1.376329221,,
2406,제주,제주시,2015,4796,2467,2329,6,2014,4850,2492,2358,441255,454993,0.969806129,0.988865979,1.019653258,1.086899865,0.021361124,0.90966837,,
2407,제주,제주시,2016,4774,2502,2272,6,2015,4820,2533,2287,422114,435131,0.970084871,0.990456432,1.020999771,1.130974097,0.023750198,1.015782619,,
2408,제주,제주시,2017,5048,2629,2419,6,2016,5128,2679,2449,445571,460063,0.968499966,0.984399376,1.016416531,1.13292831,0.018598753,0.786973546,,
2409,제주,제주시,2018,5182,2667,2515,6,2017,5257,2689,2568,447106,462352,0.967025124,0.985733308,1.01934612,1.159009273,0.022422333,0.956803531,,
2410,제주,제주시,2019,5533,2821,2712,6,2018,5622,2843,2779,462528,478982,0.965647978,0.984169335,1.019180236,1.196251903,0.022944394,0.979991663,,
2411,제주,제주시,2020,4989,2567,2422,6,2019,5036,2582,2454,417119,431843,0.965904275,0.990667196,1.025637034,1.196061556,0.030663471,1.32284592,,
2412,충남,계룡시,2009,591,342,249,6,2008,566,330,236,462768,488710,0.946917395,1.044169611,1.102704013,0.127709781,0.013116307,0.543462582,,
2413,충남,계룡시,2010,579,301,278,6,2009,579,302,277,470657,487028,0.966385916,1,1.034783292,0.123019524,0.004279024,0.150941535,,
2414,충남,계룡시,2011,550,290,260,6,2010,581,296,285,441332,457372,0.964930079,0.946643718,0.98104903,0.124622733,-0.002361722,-0.144017049,,
2415,충남,계룡시,2012,487,242,245,6,2011,526,270,256,407210,420797,0.967711272,0.925855513,0.956747679,0.119594313,-0.005172732,-0.268872227,,
2416,충남,계룡시,2013,532,275,257,6,2012,566,294,272,422944,435284,0.971650692,0.939929329,0.96735312,0.125784974,-0.004106487,-0.22151339,,
2417,충남,계룡시,2014,484,243,241,6,2013,521,259,262,465061,480776,0.96731326,0.928982726,0.960374228,0.104072369,-0.004123948,-0.222288946,,
2418,충남,계룡시,2015,441,229,212,6,2014,497,263,234,441255,454993,0.969806129,0.887323944,0.914949821,0.09994221,-0.008500103,-0.416662367,,
2419,충남,계룡시,2016,455,260,195,6,2015,497,287,210,422114,435131,0.970084871,0.915492958,0.943724601,0.107790786,-0.00606597,-0.308546717,,
2420,충남,계룡시,2017,480,249,231,6,2016,523,270,253,445571,460063,0.968499966,0.917782027,0.947632482,0.107726939,-0.005641392,-0.289688496,,
2421,충남,계룡시,2018,508,273,235,6,2017,535,288,247,447106,462352,0.967025124,0.94953271,0.981911108,0.113619589,-0.002055253,-0.130404766,,
2422,충남,계룡시,2019,475,230,245,6,2018,531,262,269,462528,478982,0.965647978,0.894538606,0.926360979,0.102696485,-0.007562469,-0.375015949,,
2423,충남,계룡시,2020,419,194,225,6,2019,475,228,247,417119,431843,0.965904275,0.882105263,0.913242943,0.10045095,-0.008714829,-0.426199737,,
2424,충남,공주시,2009,1056,572,484,6,2008,1094,582,512,462768,488710,0.946917395,0.965265082,1.019376228,0.228192096,0.004421502,0.15726991,,
2425,충남,공주시,2010,981,496,485,6,2009,1028,526,502,470657,487028,0.966385916,0.954280156,0.987473161,0.208432043,-0.002610995,-0.155088875,,
2426,충남,공주시,2011,925,503,422,6,2010,954,515,439,441332,457372,0.964930079,0.969601677,1.004841385,0.209592778,0.001014719,0.005952597,,
2427,충남,공주시,2012,832,413,419,6,2011,870,433,437,407210,420797,0.967711272,0.956321839,0.988230547,0.204317183,-0.002404702,-0.145926063,,
2428,충남,공주시,2013,887,436,451,6,2012,905,453,452,422944,435284,0.971650692,0.980110497,1.008706632,0.209720436,0.001825959,0.041984991,,
2429,충남,공주시,2014,871,466,405,6,2013,902,477,425,465061,480776,0.96731326,0.965631929,0.998261855,0.187287259,-0.000325533,-0.053576682,,
2430,충남,공주시,2015,797,395,402,6,2014,841,409,432,441255,454993,0.969806129,0.947681332,0.977186371,0.180621183,-0.004120625,-0.222141335,,
2431,충남,공주시,2016,731,380,351,6,2015,741,386,355,422114,435131,0.970084871,0.986504723,1.016926202,0.173175967,0.002931211,0.091076433,,
2432,충남,공주시,2017,749,390,359,6,2016,771,402,369,445571,460063,0.968499966,0.971465629,1.00306212,0.168098911,0.000514739,-0.016254777,,
2433,충남,공주시,2018,735,364,371,6,2017,772,382,390,447106,462352,0.967025124,0.952072539,0.984537543,0.164390547,-0.002541882,-0.15201913,,
2434,충남,공주시,2019,734,389,345,6,2018,754,401,353,462528,478982,0.965647978,0.973474801,1.008105255,0.158693095,0.001286248,0.018012939,,
2435,충남,공주시,2020,670,353,317,6,2019,699,371,328,417119,431843,0.965904275,0.95851216,0.992346948,0.160625625,-0.001229276,-0.0937178,,
2436,충남,금산군,2009,405,208,197,6,2008,424,221,203,462768,488710,0.946917395,0.955188679,1.008734959,0.087516855,0.000764456,-0.005163219,,
2437,충남,금산군,2010,412,206,206,6,2009,420,215,205,470657,487028,0.966385916,0.980952381,1.015073134,0.087537209,0.00131946,0.019488107,,
2438,충남,금산군,2011,370,191,179,6,2010,379,197,182,441332,457372,0.964930079,0.976253298,1.011734756,0.083837111,0.000983808,0.004579624,,
2439,충남,금산군,2012,371,183,188,6,2011,372,185,187,407210,420797,0.967711272,0.997311828,1.030588211,0.091107782,0.002786824,0.084663255,,
2440,충남,금산군,2013,377,201,176,6,2012,391,213,178,422944,435284,0.971650692,0.964194373,0.992326132,0.089137096,-0.000684026,-0.069499717,,
2441,충남,금산군,2014,454,221,233,6,2013,467,227,240,465061,480776,0.96731326,0.972162741,1.005013351,0.097621602,0.000489411,-0.017379742,,
2442,충남,금산군,2015,378,200,178,6,2014,384,200,184,441255,454993,0.969806129,0.984375,1.015022457,0.085664752,0.001286895,0.018041683,,
2443,충남,금산군,2016,377,190,187,6,2015,381,195,186,422114,435131,0.970084871,0.989501312,1.020015199,0.089312366,0.001787605,0.040281446,,
2444,충남,금산군,2017,400,218,182,6,2016,418,227,191,445571,460063,0.968499966,0.956937799,0.988061778,0.089772449,-0.001071723,-0.086719859,,
2445,충남,금산군,2018,370,187,183,6,2017,377,188,189,447106,462352,0.967025124,0.981432361,1.014898514,0.082754425,0.001232918,0.015644208,,
2446,충남,금산군,2019,322,179,143,6,2018,325,177,148,462528,478982,0.965647978,0.990769231,1.026014917,0.069617407,0.001811091,0.041324627,,
2447,충남,금산군,2020,298,167,131,6,2019,312,177,135,417119,431843,0.965904275,0.955128205,0.988843542,0.071442442,-0.000797045,-0.074519592,,
2448,충남,논산시,2009,1040,539,501,6,2008,1082,560,522,462768,488710,0.946917395,0.961182994,1.015065305,0.22473464,0.003385696,0.111263042,,
2449,충남,논산시,2010,1068,545,523,6,2009,1048,540,508,470657,487028,0.966385916,1.019083969,1.054531065,0.226916842,0.012374017,0.510492671,,
2450,충남,논산시,2011,985,489,496,6,2010,1029,510,519,441332,457372,0.964930079,0.957240039,0.992030469,0.223187985,-0.001778704,-0.118121431,,
2451,충남,논산시,2012,939,483,456,6,2011,930,473,457,407210,420797,0.967711272,1.009677419,1.043366393,0.230593551,0.010000011,0.40504765,,
2452,충남,논산시,2013,999,518,481,6,2012,992,524,468,422944,435284,0.971650692,1.007056452,1.036438773,0.236201483,0.008606892,0.343170228,,
2453,충남,논산시,2014,1065,564,501,6,2013,1051,558,493,465061,480776,0.96731326,1.013320647,1.047562035,0.229002217,0.010891811,0.444658304,,
2454,충남,논산시,2015,1009,512,497,6,2014,998,498,500,441255,454993,0.969806129,1.011022044,1.042499128,0.228665964,0.009718104,0.392526356,,
2455,충남,논산시,2016,919,467,452,6,2015,894,451,443,422114,435131,0.970084871,1.027964206,1.059664197,0.217713698,0.012989713,0.537839719,,
2456,충남,논산시,2017,918,495,423,6,2016,903,485,418,445571,460063,0.968499966,1.016611296,1.049676129,0.206027771,0.010234662,0.415470046,,
2457,충남,논산시,2018,909,465,444,6,2017,922,477,445,447106,462352,0.967025124,0.985900217,1.019518721,0.203307493,0.003968302,0.13714036,,
2458,충남,논산시,2019,905,466,439,6,2018,913,458,455,462528,478982,0.965647978,0.991237678,1.026500029,0.19566383,0.005185097,0.191186119,,
2459,충남,논산시,2020,794,409,385,6,2019,802,413,389,417119,431843,0.965904275,0.990024938,1.024972104,0.190353352,0.004753524,0.172017144,,
2460,충남,당진시,2013,1533,818,715,6,2012,1543,827,716,422944,435284,0.971650692,0.993519119,1.022506469,0.362459333,0.00815768,0.323217787,,
2461,충남,당진시,2014,1773,923,850,6,2013,1800,936,864,465061,480776,0.96731326,0.985,1.018284397,0.38124031,0.006970749,0.270498506,,
2462,충남,당진시,2015,1734,925,809,6,2014,1764,947,817,441255,454993,0.969806129,0.982993197,1.013597634,0.392970051,0.005343463,0.198220161,,
2463,충남,당진시,2016,1691,845,846,6,2015,1722,865,857,422114,435131,0.970084871,0.981997677,1.012280169,0.400602681,0.004919469,0.179387831,,
2464,충남,당진시,2017,1862,989,873,6,2016,1908,1002,906,445571,460063,0.968499966,0.975890985,1.007631409,0.417890751,0.003189095,0.102530722,,
2465,충남,당진시,2018,1865,967,898,6,2017,1896,972,924,447106,462352,0.967025124,0.983649789,1.017191555,0.417127035,0.007171062,0.279395706,,
2466,충남,당진시,2019,1871,975,896,6,2018,1892,982,910,462528,478982,0.965647978,0.988900634,1.024079847,0.404516051,0.009740685,0.393529304,,
2467,충남,당진시,2020,1703,850,853,6,2019,1751,882,869,417119,431843,0.965904275,0.972587093,1.006918716,0.408276775,0.002824751,0.086347846,,
2468,충남,보령시,2009,900,468,432,6,2008,956,517,439,462768,488710,0.946917395,0.941422594,0.99419717,0.1944819,-0.001128545,-0.089243693,,
2469,충남,보령시,2010,900,435,465,6,2009,918,452,466,470657,487028,0.966385916,0.980392157,1.014493424,0.191222058,0.002771462,0.083980942,,
2470,충남,보령시,2011,888,471,417,6,2010,915,477,438,441332,457372,0.964930079,0.970491803,1.005763863,0.201209067,0.001159741,0.012393965,,
2471,충남,보령시,2012,779,426,353,6,2011,810,449,361,407210,420797,0.967711272,0.961728395,0.993817498,0.191301785,-0.001182724,-0.091650099,,
2472,충남,보령시,2013,813,434,379,6,2012,842,446,396,422944,435284,0.971650692,0.965558195,0.993729745,0.19222403,-0.001205294,-0.092652582,,
2473,충남,보령시,2014,828,422,406,6,2013,869,444,425,465061,480776,0.96731326,0.952819333,0.985016304,0.17804116,-0.002667715,-0.157608178,,
2474,충남,보령시,2015,836,424,412,6,2014,867,442,425,441255,454993,0.969806129,0.964244521,0.994265238,0.18945961,-0.001086506,-0.087376442,,
2475,충남,보령시,2016,768,388,380,6,2015,807,400,407,422114,435131,0.970084871,0.951672862,0.981020209,0.181941371,-0.003453209,-0.192497091,,
